ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
TRAIN_0327,T사,M3,Pre-Owned,58.707,RWD,154503,2,No,0,52.87
TRAIN_0328,K사,Niro,Pre-Owned,48.093,FWD,95335,3,No,0,27.97
TRAIN_0329,T사,M3,Brand New,90.0,RWD,6247,8,No,0,54.46
TRAIN_0330,V사,ID4,Brand New,,AWD,8445,8,No,0,40.89
TRAIN_0331,P사,TayGTS,Nearly New,,AWD,27180,0,No,2,159.61
TRAIN_0332,B사,i3,Pre-Owned,46.0,RWD,180796,2,No,0,23.16
TRAIN_0333,A사,eT,Brand New,91.2,AWD,559,7,No,0,65.93
TRAIN_0334,A사,eT,Brand New,95.0,AWD,5069,8,No,0,58.92
TRAIN_0335,P사,Tay,Brand New,,AWD,9568,2,No,0,95.12
TRAIN_0336,T사,MY,Pre-Owned,58.707,AWD,172969,2,Yes,0,76.4
TRAIN_0337,P사,Tay,Pre-Owned,54.849,AWD,132658,2,No,0,115.89
TRAIN_0338,K사,Niro,Nearly New,56.0,FWD,12806,5,Yes,0,28.49
TRAIN_0339,B사,i5,Pre-Owned,58.577,RWD,73077,0,No,0,60.55
TRAIN_0340,P사,Tay,Brand New,,AWD,1807,2,No,0,104.78
TRAIN_0341,A사,Q4eT,Brand New,,AWD,1893,7,No,0,59.51
TRAIN_0342,K사,EV6,Brand New,,AWD,9842,9,No,0,41.26
TRAIN_0343,H사,KNE,Brand New,,FWD,8990,10,No,0,21.5
TRAIN_0344,A사,eT,Nearly New,77.46,AWD,11445,3,No,0,73.95
TRAIN_0345,T사,MS,Brand New,96.0,AWD,69,7,No,0,69.11
TRAIN_0346,H사,IONIQ,Pre-Owned,75.5,FWD,44283,1,No,0,23.45
TRAIN_0347,V사,ID4,Brand New,,AWD,3332,7,No,0,34.28
TRAIN_0348,T사,MY,Nearly New,63.701,AWD,48360,4,No,0,77.58
TRAIN_0349,K사,Niro,Brand New,90.0,FWD,5951,9,Yes,0,25.16
TRAIN_0350,H사,ION6,Brand New,,AWD,7806,10,No,0,39.0
TRAIN_0351,H사,ION6,Brand New,,AWD,8826,10,Yes,0,38.92
TRAIN_0352,A사,eT,Brand New,91.2,AWD,4218,7,No,0,65.15
TRAIN_0353,B사,i5,Nearly New,66.208,RWD,25579,3,No,0,63.06
TRAIN_0354,A사,eT,Brand New,95.0,AWD,9525,8,No,0,60.12
TRAIN_0355,V사,ID4,Brand New,,AWD,8651,7,No,0,33.14
TRAIN_0356,K사,EV6,Brand New,,FWD,7543,9,No,0,39.96
TRAIN_0357,P사,TayCT,Pre-Owned,76.093,AWD,156020,2,No,0,124.03
TRAIN_0358,A사,Q4eT,Brand New,,AWD,3634,8,No,0,59.24
TRAIN_0359,H사,KNE,Pre-Owned,68.488,FWD,52226,4,No,0,28.92
TRAIN_0360,B사,i3,Pre-Owned,46.0,AWD,117810,2,Yes,0,23.46
TRAIN_0361,A사,eT,Nearly New,,AWD,13430,6,No,2,74.68
TRAIN_0362,P사,TayCT,Brand New,,AWD,8051,2,No,0,120.14
TRAIN_0363,B사,i3,Brand New,,AWD,6303,7,No,0,24.92
TRAIN_0364,P사,TayCT,Nearly New,76.093,AWD,44163,0,No,2,119.0
TRAIN_0365,V사,ID4,Brand New,,AWD,4156,7,No,0,33.85
TRAIN_0366,H사,KNE,Nearly New,68.488,FWD,26791,8,No,2,27.09
TRAIN_0367,V사,ID4,Brand New,,AWD,1781,7,No,0,34.71
TRAIN_0368,V사,ID4,Pre-Owned,57.861,AWD,67281,1,No,0,39.43
TRAIN_0369,T사,M3,Brand New,,RWD,6990,8,No,0,54.6
TRAIN_0370,K사,EV6,Brand New,90.0,FWD,5175,9,No,0,40.84
TRAIN_0371,B사,i5,Pre-Owned,58.577,AWD,174970,0,No,0,60.72
TRAIN_0372,B사,i5,Nearly New,66.208,AWD,25459,3,No,0,64.6
TRAIN_0373,T사,MY,Brand New,,AWD,5521,8,No,0,75.38
TRAIN_0374,H사,ION6,Pre-Owned,60.585,AWD,117560,4,No,0,37.87
TRAIN_0375,B사,i5,Brand New,,AWD,1004,7,No,0,65.88
TRAIN_0376,H사,KNE,Nearly New,68.488,FWD,37329,5,No,0,28.77
TRAIN_0377,P사,Tay,Brand New,,AWD,9115,2,Yes,0,95.81
TRAIN_0378,T사,MY,Brand New,,AWD,4582,7,No,0,64.02
TRAIN_0379,B사,iX,Brand New,90.0,RWD,2975,7,No,0,79.76
TRAIN_0380,T사,MY,Pre-Owned,58.707,AWD,175956,2,No,0,77.25
TRAIN_0381,A사,eT,Brand New,95.0,AWD,8568,8,No,0,59.5
TRAIN_0382,H사,ION5,Nearly New,68.479,AWD,47853,7,No,1,35.0
TRAIN_0383,K사,EV6,Brand New,,FWD,1979,10,No,0,48.47
TRAIN_0384,B사,i3,Pre-Owned,46.0,AWD,184921,0,No,0,22.6
TRAIN_0385,K사,Soul,Brand New,,FWD,4148,10,No,0,17.65
TRAIN_0386,T사,MX,Brand New,99.8,AWD,5784,8,No,0,72.57
TRAIN_0387,B사,iX,Brand New,,AWD,3558,7,No,0,79.68
TRAIN_0388,P사,Tay,Brand New,,AWD,7012,2,No,0,104.45
TRAIN_0389,B사,i3,Pre-Owned,46.0,AWD,148780,0,No,0,22.75
TRAIN_0390,P사,TayCT,Brand New,90.0,AWD,7777,2,No,0,130.52
TRAIN_0391,A사,eT,Brand New,91.2,AWD,8976,7,No,0,65.56
TRAIN_0392,B사,i5,Nearly New,71.841,RWD,29704,5,No,1,60.38
TRAIN_0393,A사,Q4eT,Brand New,90.0,AWD,3086,8,No,0,59.69
TRAIN_0394,B사,i5,Nearly New,74.834,RWD,44079,6,No,2,63.48
TRAIN_0395,A사,RSeTGT,Pre-Owned,,AWD,52495,0,No,0,94.19
TRAIN_0396,H사,KNE,Brand New,,FWD,4169,9,No,0,25.43
TRAIN_0397,B사,i3,Pre-Owned,46.0,RWD,192367,1,No,0,23.35
TRAIN_0398,H사,KNE,Pre-Owned,68.488,FWD,73973,1,No,0,27.32
TRAIN_0399,A사,eT,Pre-Owned,68.532,AWD,172524,0,No,0,70.09
TRAIN_0400,P사,Tay,Pre-Owned,54.849,AWD,121421,2,No,0,114.96
TRAIN_0401,B사,i3,Nearly New,56.0,RWD,41476,5,No,1,23.97
TRAIN_0402,A사,Q4eT,Brand New,,AWD,543,7,No,0,59.92
TRAIN_0403,P사,TayGTS,Pre-Owned,73.11,AWD,79650,2,No,0,156.29
TRAIN_0404,H사,KNE,Brand New,,FWD,4943,9,No,0,24.58
TRAIN_0405,K사,Niro,Nearly New,56.0,FWD,24328,5,No,0,27.95
TRAIN_0406,T사,MY,Pre-Owned,54.104,AWD,92277,0,No,0,74.37
TRAIN_0407,K사,EV6,Brand New,90.0,AWD,2557,10,No,0,47.47
TRAIN_0408,H사,ION5,Nearly New,68.479,AWD,22494,7,Yes,1,35.0
TRAIN_0409,H사,KNE,Brand New,,FWD,7759,9,No,0,25.06
TRAIN_0410,B사,i3,Brand New,,AWD,6578,7,No,0,24.57
TRAIN_0411,B사,i5,Pre-Owned,63.56,RWD,186347,2,No,0,62.32
TRAIN_0412,K사,Soul,Pre-Owned,46.0,FWD,174626,1,No,0,21.93
TRAIN_0413,B사,i5,Pre-Owned,61.018,RWD,191779,1,Yes,0,62.03
TRAIN_0414,V사,ID4,Pre-Owned,57.861,AWD,144500,1,No,0,40.79
TRAIN_0415,K사,Niro,Brand New,,FWD,7340,9,No,0,25.5
TRAIN_0416,H사,KNE,Brand New,90.0,FWD,491,10,No,0,22.34
TRAIN_0417,H사,ION6,Pre-Owned,60.585,AWD,100355,4,No,0,37.44
TRAIN_0418,T사,M3,Brand New,,RWD,7117,7,No,0,47.72
TRAIN_0419,T사,M3,Brand New,,RWD,783,7,No,0,46.82
TRAIN_0420,P사,TayGTS,Brand New,90.0,AWD,8380,2,No,0,160.41
TRAIN_0421,H사,KNE,Brand New,,FWD,3924,10,No,0,22.21
TRAIN_0422,T사,MY,Pre-Owned,51.94,AWD,95569,0,No,0,73.4
TRAIN_0423,H사,IONIQ,Nearly New,,FWD,68137,3,No,2,19.73
TRAIN_0424,K사,Niro,Pre-Owned,48.093,AWD,180988,3,No,0,27.31
TRAIN_0425,B사,i5,Nearly New,68.967,AWD,16407,4,No,0,63.44
TRAIN_0426,T사,MS,Brand New,99.8,AWD,612,8,No,0,63.79
TRAIN_0427,A사,Q4eT,Brand New,90.0,AWD,6891,8,No,0,59.95
TRAIN_0428,P사,TayGTS,Brand New,93.4,AWD,9552,2,No,0,160.15
TRAIN_0429,K사,Soul,Pre-Owned,46.0,FWD,139646,1,No,0,21.68
TRAIN_0430,A사,RSeTGT,Brand New,,AWD,397,8,No,0,100.65
TRAIN_0431,B사,i5,Nearly New,66.208,AWD,38896,3,No,0,64.06
TRAIN_0432,T사,MX,Nearly New,,AWD,43648,4,No,0,93.81
TRAIN_0433,H사,KNE,Nearly New,68.488,FWD,49129,7,No,1,28.73
TRAIN_0434,B사,i3,Nearly New,56.0,RWD,11431,6,No,2,24.0
TRAIN_0435,T사,M3,Brand New,90.0,RWD,6728,7,No,0,46.31
TRAIN_0436,P사,TayCT,Nearly New,76.093,AWD,44626,1,No,1,130.47
TRAIN_0437,A사,eT,Pre-Owned,68.532,AWD,95715,0,No,0,70.21
TRAIN_0438,H사,KNE,Brand New,90.0,FWD,7687,10,No,0,22.02
TRAIN_0439,V사,ID4,Pre-Owned,53.325,AWD,76543,0,No,0,39.53
TRAIN_0440,K사,Soul,Nearly New,56.0,FWD,45785,6,No,0,23.28
TRAIN_0441,K사,Niro,Nearly New,56.623,FWD,17956,7,No,1,27.46
TRAIN_0442,B사,iX,Brand New,,RWD,9429,8,No,0,80.25
TRAIN_0443,K사,EV6,Brand New,,AWD,2030,10,No,0,48.05
TRAIN_0444,K사,Soul,Brand New,,FWD,2902,9,No,0,21.05
TRAIN_0445,H사,KNE,Brand New,,FWD,9587,9,No,0,23.78
TRAIN_0446,B사,i3,Nearly New,56.0,AWD,43779,3,No,0,23.97
TRAIN_0447,H사,ION5,Brand New,,AWD,4053,9,No,0,35.87
TRAIN_0448,B사,i3,Nearly New,56.0,RWD,21545,4,No,0,23.41
TRAIN_0449,T사,M3,Brand New,,RWD,4872,8,No,0,55.0
TRAIN_0450,H사,IONIQ,Nearly New,,FWD,26350,3,No,1,22.29
TRAIN_0451,V사,ID4,Pre-Owned,53.325,AWD,78686,0,No,0,38.36
TRAIN_0452,P사,TayCT,Nearly New,76.093,AWD,11762,0,No,2,119.04
TRAIN_0453,H사,ION5,Brand New,,AWD,4716,10,No,0,35.96
TRAIN_0454,V사,ID4,Nearly New,65.4,AWD,39919,4,Yes,0,40.24
TRAIN_0455,V사,ID4,Nearly New,65.4,AWD,34984,4,No,0,40.1
TRAIN_0456,T사,MY,Brand New,,AWD,2931,7,No,0,64.44
TRAIN_0457,B사,i3,Pre-Owned,46.0,RWD,169115,0,No,0,22.22
TRAIN_0458,P사,TayCT,Brand New,,AWD,8842,2,No,0,130.32
TRAIN_0459,T사,MX,Pre-Owned,75.145,AWD,154013,1,No,0,90.42
TRAIN_0460,H사,ION6,Brand New,,AWD,103,9,No,0,39.0
TRAIN_0461,B사,iX,Brand New,,RWD,7275,7,No,0,79.41
TRAIN_0462,P사,TayCT,Nearly New,76.093,AWD,32013,1,No,1,131.56
TRAIN_0463,A사,RSeTGT,Brand New,,AWD,2571,7,No,0,100.79
TRAIN_0464,T사,M3,Brand New,,RWD,8152,7,No,0,46.6
TRAIN_0465,H사,ION6,Brand New,,AWD,6088,10,No,0,38.93
TRAIN_0466,H사,KNE,Pre-Owned,68.488,FWD,168512,4,No,0,28.32
TRAIN_0467,P사,TayGTS,Brand New,,AWD,6604,2,No,0,160.69
TRAIN_0468,H사,ION5,Nearly New,63.11,AWD,30320,5,No,0,35.0
TRAIN_0469,B사,iX,Brand New,,RWD,6990,7,No,0,80.56
TRAIN_0470,P사,TayCT,Pre-Owned,76.093,AWD,175818,2,No,0,124.33
TRAIN_0471,P사,Tay,Brand New,,AWD,5201,2,No,0,96.24
TRAIN_0472,A사,RSeTGT,Brand New,90.0,AWD,512,7,Yes,0,100.07
TRAIN_0473,T사,MS,Pre-Owned,72.139,AWD,50183,0,No,0,77.92
TRAIN_0474,A사,RSeTGT,Pre-Owned,,AWD,167323,2,No,0,97.53
TRAIN_0475,B사,i3,Nearly New,56.0,RWD,40254,3,No,0,23.24
TRAIN_0476,K사,EV6,Brand New,,FWD,2250,9,No,0,41.04
TRAIN_0477,B사,i5,Nearly New,71.841,RWD,43279,5,No,1,60.83
TRAIN_0478,H사,ION6,Pre-Owned,60.585,AWD,141611,4,No,0,38.0
TRAIN_0479,T사,M3,Brand New,,RWD,8132,8,No,0,54.18
TRAIN_0480,H사,ION5,Brand New,,AWD,5817,10,No,0,35.96
TRAIN_0481,T사,MX,Brand New,96.0,AWD,586,7,No,0,77.24
TRAIN_0482,P사,TayGTS,Pre-Owned,70.185,AWD,175140,2,No,0,156.31
TRAIN_0483,P사,TayCT,Brand New,90.0,AWD,6137,2,No,0,129.28
TRAIN_0484,T사,MX,Brand New,96.0,AWD,4375,7,Yes,0,78.85
TRAIN_0485,B사,i3,Nearly New,56.0,RWD,15455,6,No,2,23.92
TRAIN_0486,K사,Soul,Brand New,,FWD,6159,9,No,0,21.14
TRAIN_0487,A사,RSeTGT,Pre-Owned,,AWD,58934,2,No,0,97.0
TRAIN_0488,B사,i5,Pre-Owned,58.577,RWD,69631,0,No,0,60.38
TRAIN_0489,B사,i3,Nearly New,56.0,AWD,36373,4,No,0,24.0
TRAIN_0490,K사,EV6,Brand New,,AWD,367,9,No,0,41.12
TRAIN_0491,B사,i5,Brand New,,RWD,2815,7,No,0,64.62
TRAIN_0492,T사,MX,Brand New,99.8,AWD,2312,8,No,0,72.12
TRAIN_0493,H사,IONIQ,Nearly New,57.63,FWD,50437,3,No,1,24.56
TRAIN_0494,A사,Q4eT,Nearly New,72.548,AWD,17165,5,No,1,57.68
TRAIN_0495,T사,MX,Brand New,99.8,AWD,8632,8,No,0,72.52
TRAIN_0496,K사,Niro,Nearly New,58.982,AWD,22529,8,No,2,26.89
TRAIN_0497,K사,Niro,Pre-Owned,46.0,FWD,91806,1,No,0,28.03
TRAIN_0498,P사,TayCT,Pre-Owned,76.093,AWD,130409,2,No,0,124.01
TRAIN_0499,P사,Tay,Brand New,,AWD,8699,2,No,0,104.02
TRAIN_0500,A사,Q4eT,Nearly New,66.861,AWD,47602,3,No,0,58.36
TRAIN_0501,P사,TayGTS,Brand New,90.0,AWD,1029,2,No,0,160.82
TRAIN_0502,A사,Q4eT,Brand New,,AWD,6923,7,No,0,59.99
TRAIN_0503,V사,ID4,Brand New,90.0,AWD,8675,7,No,0,34.74
TRAIN_0504,T사,MY,Brand New,,AWD,7091,7,No,0,63.16
TRAIN_0505,H사,ION5,Pre-Owned,55.836,AWD,135569,2,No,0,34.19
TRAIN_0506,H사,ION5,Nearly New,65.739,AWD,21650,6,Yes,0,34.92
TRAIN_0507,T사,MS,Brand New,96.0,AWD,5903,7,No,0,69.97
TRAIN_0508,H사,KNE,Brand New,,FWD,8207,10,No,0,21.23
TRAIN_0509,T사,MY,Nearly New,61.153,AWD,17766,3,No,0,77.45
TRAIN_0510,T사,MX,Pre-Owned,72.139,AWD,129637,0,No,0,87.9
TRAIN_0511,A사,eT,Brand New,95.0,AWD,8980,8,No,0,59.61
TRAIN_0512,K사,Niro,Brand New,,FWD,4667,10,No,0,20.64
TRAIN_0513,P사,Tay,Pre-Owned,54.849,AWD,172457,2,No,0,115.65
TRAIN_0514,A사,Q4eT,Pre-Owned,64.186,AWD,137717,2,No,0,57.8
TRAIN_0515,A사,Q4eT,Nearly New,66.861,AWD,14214,3,No,0,59.0
TRAIN_0516,T사,MY,Brand New,,AWD,1729,8,No,0,74.27
TRAIN_0517,A사,RSeTGT,Nearly New,,AWD,44741,4,No,0,99.78
TRAIN_0518,B사,i5,Nearly New,71.841,RWD,35907,5,No,1,60.55
TRAIN_0519,T사,MS,Nearly New,,AWD,48712,3,No,0,82.33
TRAIN_0520,B사,i3,Nearly New,56.0,RWD,10579,4,No,0,23.44
TRAIN_0521,A사,eT,Pre-Owned,74.362,AWD,142543,2,No,0,72.44
TRAIN_0522,T사,MY,Brand New,90.0,AWD,1845,8,No,0,75.26
TRAIN_0523,A사,RSeTGT,Pre-Owned,78.227,AWD,82964,1,No,0,97.9
TRAIN_0524,B사,i5,Pre-Owned,61.018,RWD,56688,1,No,0,63.52
TRAIN_0525,P사,Tay,Brand New,,AWD,6438,2,No,0,95.73
TRAIN_0526,B사,i5,Pre-Owned,61.018,RWD,127596,1,No,0,63.55
TRAIN_0527,T사,MY,Brand New,,AWD,4476,7,No,0,64.46
TRAIN_0528,B사,i5,Nearly New,68.967,RWD,25823,4,No,0,63.84
TRAIN_0529,A사,eT,Pre-Owned,74.362,AWD,167654,2,No,0,72.43
TRAIN_0530,B사,iX,Brand New,,RWD,2230,8,No,0,79.76
TRAIN_0531,V사,ID4,Pre-Owned,55.547,AWD,67441,0,No,0,38.58
TRAIN_0532,V사,ID4,Nearly New,68.125,AWD,19981,5,No,1,41.46
TRAIN_0533,K사,Soul,Nearly New,58.982,AWD,42106,8,No,2,23.62
TRAIN_0534,B사,i5,Brand New,,AWD,6209,8,No,0,65.3
TRAIN_0535,T사,MY,Nearly New,61.153,AWD,30096,3,No,0,77.16
TRAIN_0536,V사,ID4,Nearly New,65.4,AWD,16543,4,No,0,40.32
TRAIN_0537,A사,RSeTGT,Brand New,90.0,AWD,798,7,No,0,100.88
TRAIN_0538,A사,eT,Pre-Owned,68.532,AWD,55193,0,No,0,69.33
TRAIN_0539,V사,ID4,Nearly New,65.4,AWD,41219,4,No,0,40.71
TRAIN_0540,P사,TayGTS,Brand New,90.0,AWD,8993,2,No,0,160.12
TRAIN_0541,A사,eT,Brand New,91.2,AWD,2270,7,No,0,65.61
TRAIN_0542,P사,TayCT,Nearly New,76.093,AWD,34491,2,No,0,131.24
TRAIN_0543,K사,EV6,Brand New,,AWD,5759,9,No,0,39.88
TRAIN_0544,H사,ION6,Nearly New,71.332,AWD,34863,8,No,2,37.38
TRAIN_0545,B사,iX,Brand New,,RWD,5644,7,No,0,78.92
TRAIN_0546,T사,M3,Brand New,,RWD,5883,8,No,0,54.65
TRAIN_0547,T사,MX,Brand New,96.0,AWD,8367,7,No,0,77.44
TRAIN_0548,V사,ID4,Pre-Owned,57.861,AWD,61129,1,No,0,40.65
TRAIN_0549,K사,EV6,Brand New,90.0,FWD,7672,10,No,0,47.16
TRAIN_0550,K사,Soul,Nearly New,56.623,AWD,31852,7,No,1,23.52
TRAIN_0551,H사,ION6,Brand New,,AWD,8006,9,No,0,38.46
TRAIN_0552,A사,RSeTGT,Brand New,,AWD,2427,8,No,0,100.0
TRAIN_0553,H사,ION6,Nearly New,65.739,AWD,41868,6,No,0,37.89
TRAIN_0554,H사,KNE,Nearly New,68.488,FWD,17855,6,No,0,28.25
TRAIN_0555,B사,i3,Pre-Owned,46.0,RWD,151751,0,No,0,22.08
TRAIN_0556,H사,KNE,Brand New,,FWD,1834,9,No,0,25.4
TRAIN_0557,K사,Niro,Pre-Owned,46.0,AWD,161473,1,Yes,0,28.45
TRAIN_0558,T사,MX,Brand New,99.8,AWD,3413,8,No,0,71.17
TRAIN_0559,K사,Niro,Brand New,,FWD,9276,10,No,0,20.91
TRAIN_0560,P사,Tay,Nearly New,64.578,AWD,19669,2,No,0,120.23
TRAIN_0561,H사,ION6,Pre-Owned,55.836,AWD,199384,2,No,0,36.84
TRAIN_0562,H사,ION5,Brand New,,AWD,2783,9,No,0,35.64
TRAIN_0563,K사,Niro,Pre-Owned,46.0,AWD,146762,1,No,0,26.89
TRAIN_0564,T사,MS,Brand New,99.8,AWD,767,8,No,0,64.83
TRAIN_0565,B사,i3,Pre-Owned,46.0,RWD,128844,1,No,0,23.31
TRAIN_0566,A사,Q4eT,Pre-Owned,64.186,AWD,77207,2,No,0,56.95
TRAIN_0567,A사,eT,Nearly New,84.05,AWD,47254,5,No,1,74.35
TRAIN_0568,H사,ION5,Brand New,,AWD,7128,9,No,0,36.0
TRAIN_0569,A사,eT,Nearly New,84.05,AWD,45970,5,No,1,74.37
TRAIN_0570,K사,Niro,Pre-Owned,46.0,AWD,146883,1,No,0,26.41
TRAIN_0571,P사,TayGTS,Pre-Owned,73.11,AWD,82067,2,No,0,155.8
TRAIN_0572,T사,M3,Nearly New,69.12,RWD,35993,6,No,2,50.48
TRAIN_0573,B사,i3,Nearly New,56.0,AWD,36775,6,No,2,23.37
TRAIN_0574,V사,ID4,Brand New,,AWD,4375,7,No,0,34.58
TRAIN_0575,K사,EV6,Brand New,,FWD,9818,9,No,0,41.55
TRAIN_0576,H사,ION6,Brand New,,AWD,82,10,Yes,0,38.7
TRAIN_0577,T사,MY,Pre-Owned,56.359,AWD,180281,1,Yes,0,77.29
TRAIN_0578,P사,Tay,Nearly New,67.268,AWD,37148,2,No,0,121.11
TRAIN_0579,T사,MY,Nearly New,69.12,AWD,29434,6,No,2,67.66
TRAIN_0580,H사,IONIQ,Pre-Owned,,FWD,56809,1,No,1,27.42
TRAIN_0581,V사,ID4,Brand New,,AWD,1704,7,No,0,34.79
TRAIN_0582,A사,eT,Pre-Owned,65.791,AWD,142376,0,No,0,69.51
TRAIN_0583,B사,i3,Nearly New,56.0,AWD,21888,5,No,1,23.84
TRAIN_0584,B사,i5,Pre-Owned,63.56,RWD,83332,2,No,0,63.36
TRAIN_0585,T사,MS,Brand New,96.0,AWD,3702,7,No,0,69.18
TRAIN_0586,V사,ID4,Brand New,,AWD,846,7,No,0,34.92
TRAIN_0587,H사,KNE,Nearly New,68.488,FWD,48994,7,No,1,27.12
TRAIN_0588,P사,Tay,Brand New,,AWD,7294,2,No,0,96.14
TRAIN_0589,P사,TayGTS,Brand New,,AWD,2846,2,No,0,160.15
TRAIN_0590,T사,M3,Brand New,,RWD,9227,8,No,0,54.99
TRAIN_0591,B사,i3,Pre-Owned,46.0,RWD,76196,2,Yes,0,23.47
TRAIN_0592,T사,MY,Pre-Owned,51.94,AWD,193523,0,No,0,74.77
TRAIN_0593,K사,Niro,Pre-Owned,46.0,FWD,85715,1,No,0,27.41
TRAIN_0594,A사,eT,Pre-Owned,68.532,AWD,81710,0,No,0,70.09
TRAIN_0595,B사,iX,Brand New,,RWD,6017,8,No,0,79.91
TRAIN_0596,P사,TayCT,Pre-Owned,76.093,AWD,184186,2,No,0,125.02
TRAIN_0597,P사,TayCT,Nearly New,76.093,AWD,12574,2,No,0,130.28
TRAIN_0598,P사,Tay,Brand New,,AWD,9453,2,No,0,103.3
TRAIN_0599,A사,Q4eT,Nearly New,69.646,AWD,18464,4,No,0,58.71
TRAIN_0600,K사,EV6,Brand New,90.0,FWD,8128,9,No,0,41.52
TRAIN_0601,P사,Tay,Brand New,,AWD,6,2,No,0,96.06
TRAIN_0602,H사,KNE,Brand New,90.0,FWD,4642,9,No,0,24.35
TRAIN_0603,K사,Soul,Pre-Owned,50.096,AWD,116074,4,No,0,23.63
TRAIN_0604,T사,MX,Brand New,96.0,AWD,9996,7,No,0,78.03
TRAIN_0605,B사,i3,Brand New,,RWD,7059,8,No,0,24.34
TRAIN_0606,B사,i3,Pre-Owned,46.0,RWD,186730,1,No,0,23.41
TRAIN_0607,T사,MX,Pre-Owned,69.253,AWD,163265,0,No,0,88.99
TRAIN_0608,T사,MX,Pre-Owned,75.145,AWD,152079,1,No,0,90.15
TRAIN_0609,T사,MY,Brand New,,AWD,161,8,No,0,75.54
TRAIN_0610,B사,i5,Nearly New,71.841,RWD,15972,5,No,1,61.56
TRAIN_0611,P사,Tay,Pre-Owned,54.849,AWD,157354,2,No,0,113.95
TRAIN_0612,A사,eT,Pre-Owned,68.532,AWD,139478,0,Yes,0,70.16
TRAIN_0613,V사,ID4,Brand New,,AWD,6665,7,No,0,34.63
TRAIN_0614,V사,ID4,Pre-Owned,60.272,AWD,137305,2,No,0,40.69
TRAIN_0615,P사,TayCT,Brand New,,AWD,4895,2,No,0,120.0
TRAIN_0616,T사,MS,Pre-Owned,,AWD,149405,2,No,0,80.87
TRAIN_0617,B사,i5,Nearly New,68.967,AWD,29818,4,No,0,63.73
TRAIN_0618,V사,ID4,Nearly New,70.963,AWD,37006,6,No,2,36.82
TRAIN_0619,P사,Tay,Brand New,90.0,AWD,5374,2,No,0,95.99
TRAIN_0620,B사,i5,Nearly New,68.967,RWD,36520,4,No,0,63.82
TRAIN_0621,P사,TayGTS,Brand New,,AWD,204,2,No,0,160.22
TRAIN_0622,T사,M3,Brand New,,RWD,1066,7,No,0,47.0
TRAIN_0623,H사,KNE,Nearly New,68.488,FWD,47706,6,No,0,28.62
TRAIN_0624,P사,TayGTS,Brand New,93.4,AWD,7288,2,No,0,160.56
TRAIN_0625,H사,KNE,Brand New,,FWD,853,9,No,0,23.82
TRAIN_0626,B사,i3,Nearly New,56.0,RWD,26080,5,No,1,23.95
TRAIN_0627,B사,i3,Nearly New,56.0,AWD,31516,5,No,1,23.99
TRAIN_0628,H사,ION5,Brand New,,AWD,348,9,No,0,35.39
TRAIN_0629,P사,TayCT,Brand New,,AWD,5400,2,No,0,130.21
TRAIN_0630,T사,MY,Pre-Owned,56.359,AWD,143638,1,No,0,76.76
TRAIN_0631,A사,Q4eT,Pre-Owned,56.788,AWD,179261,0,No,0,55.28
TRAIN_0632,H사,IONIQ,Nearly New,46.13,FWD,29087,3,No,0,15.0
TRAIN_0633,H사,KNE,Brand New,,FWD,2674,10,No,0,21.92
TRAIN_0634,H사,ION5,Brand New,90.0,AWD,2996,10,No,0,35.97
TRAIN_0635,H사,ION6,Nearly New,68.479,AWD,30412,7,No,1,38.0
TRAIN_0636,T사,MX,Brand New,96.0,AWD,4594,7,No,0,78.86
TRAIN_0637,K사,EV6,Brand New,,FWD,840,10,No,0,47.14
TRAIN_0638,P사,Tay,Nearly New,70.071,AWD,31479,1,No,1,120.42
TRAIN_0639,B사,i3,Pre-Owned,46.0,AWD,60857,0,No,0,22.4
TRAIN_0640,A사,eT,Brand New,95.0,AWD,6453,8,No,0,59.98
TRAIN_0641,A사,RSeTGT,Brand New,,AWD,4881,8,No,0,100.47
TRAIN_0642,H사,KNE,Nearly New,68.488,FWD,26044,7,No,1,28.11
TRAIN_0643,B사,i3,Brand New,,AWD,4481,7,No,0,24.62
TRAIN_0644,T사,MY,Brand New,,AWD,2031,8,No,0,75.71
TRAIN_0645,K사,Niro,Pre-Owned,48.093,AWD,194788,3,No,0,28.75
TRAIN_0646,V사,ID4,Pre-Owned,53.325,AWD,148800,0,No,0,39.7
TRAIN_0647,K사,EV6,Brand New,,AWD,5361,9,No,0,41.59
TRAIN_0648,V사,ID4,Nearly New,68.125,AWD,11357,5,No,1,40.54
TRAIN_0649,B사,i5,Nearly New,74.834,RWD,26974,6,Yes,2,64.13
TRAIN_0650,T사,MY,Nearly New,69.12,AWD,37997,6,No,2,68.23
TRAIN_0651,K사,Niro,Nearly New,58.982,FWD,15504,8,No,2,28.1
TRAIN_0652,V사,ID4,Nearly New,70.963,AWD,39605,6,No,2,37.1
TRAIN_0653,T사,MX,Brand New,99.8,AWD,9298,8,No,0,71.73
TRAIN_0654,K사,Soul,Pre-Owned,48.093,AWD,76920,3,No,0,23.42
TRAIN_0655,P사,TayCT,Pre-Owned,76.093,AWD,179759,2,No,0,125.15
TRAIN_0656,P사,TayGTS,Brand New,,AWD,4410,2,No,0,160.6
TRAIN_0657,H사,ION6,Brand New,,AWD,3944,9,No,0,38.73
TRAIN_0658,V사,ID4,Brand New,90.0,AWD,131,7,No,0,33.88
